Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2021-07-22 23:05:07,2021-07-23 23:27:23,UTC+02:00,2021-07-22 23:05:07,2021-07-23 07:59:47,90,13.8,456,532,219,95,142,76,505,6,85,94,false
2021-07-21 23:07:12,2021-07-22 23:05:07,UTC+02:00,2021-07-21 23:07:12,2021-07-22 08:12:40,98,13.8,497,542,252,97,148,45,505,27,91,90,false
2021-07-20 23:03:54,2021-07-21 23:07:12,UTC+02:00,2021-07-20 23:03:54,2021-07-21 08:24:05,91,13.4,527,558,262,86,179,31,578,51,94,86,false
2021-07-19 23:05:58,2021-07-20 23:03:54,UTC+02:00,2021-07-19 23:05:58,2021-07-20 07:03:30,83,13.8,439,477,202,95,142,38,530,21,92,88,false
2021-07-18 23:14:34,2021-07-19 23:05:58,UTC+02:00,2021-07-18 23:14:34,2021-07-19 07:55:13,93,13.6,491,519,174,114,203,28,530,54,94,86,false
2021-07-17 23:42:07,2021-07-18 23:14:34,UTC+02:00,2021-07-17 23:42:07,2021-07-18 07:54:08,82,13.7,451,489,179,107,165,38,549,60,92,79,false
2021-07-16 23:40:17,2021-07-17 23:42:07,UTC+02:00,2021-07-16 23:40:17,2021-07-17 07:14:21,74,14.4,423,451,234,66,123,28,575,98,94,78,false
2021-07-15 23:13:48,2021-07-16 23:40:17,UTC+02:00,2021-07-15 23:13:48,2021-07-16 05:45:38,58,13.9,342,390,132,74,136,48,591,63,89,88,false
2021-07-14 22:58:13,2021-07-15 23:13:48,UTC+02:00,2021-07-14 22:58:13,2021-07-15 06:25:36,73,13.5,395,447,167,77,151,52,542,56,89,86,false
2021-07-13 22:37:58,2021-07-14 22:58:13,UTC+02:00,2021-07-13 22:37:58,2021-07-14 06:08:29,76,13.5,410,446,191,90,129,36,538,49,93,81,false
2021-07-12 22:09:13,2021-07-13 22:37:58,UTC+02:00,2021-07-12 22:09:13,2021-07-13 06:05:47,79,14.1,424,470,195,76,153,46,539,48,92,87,false
2021-07-11 23:07:18,2021-07-12 22:09:13,UTC+02:00,2021-07-11 23:07:18,2021-07-12 07:05:08,84,13.7,448,474,150,112,186,26,534,24,94,87,false
2021-07-10 22:58:00,2021-07-11 23:07:18,UTC+02:00,2021-07-10 22:58:00,2021-07-11 07:38:08,92,13.7,491,519,262,107,122,28,532,48,94,84,false
2021-07-09 22:46:23,2021-07-10 22:58:00,UTC+02:00,2021-07-09 22:46:23,2021-07-10 07:00:24,84,13.7,461,493,172,85,204,32,546,45,93,86,false
2021-07-08 21:54:09,2021-07-09 22:46:23,UTC+02:00,2021-07-08 21:54:09,2021-07-09 07:05:03,85,13.7,504,550,264,103,137,46,592,67,91,80,false
2021-07-07 23:42:42,2021-07-08 21:54:09,UTC+02:00,2021-07-07 23:42:42,2021-07-08 07:14:05,71,13.5,400,451,170,79,151,51,562,75,91,77,false
2021-07-06 22:18:37,2021-07-07 23:42:42,UTC+02:00,2021-07-06 22:18:37,2021-07-07 06:00:13,75,13.8,415,458,198,73,144,43,554,69,91,88,false
2021-07-05 22:48:31,2021-07-06 22:18:37,UTC+02:00,2021-07-05 22:48:31,2021-07-06 06:26:27,77,12.9,422,445,192,81,149,23,548,54,94,86,false
2021-07-04 22:36:34,2021-07-05 22:48:31,UTC+02:00,2021-07-04 22:36:34,2021-07-05 07:09:41,82,13.4,463,510,203,81,179,47,561,79,91,84,false
2021-07-03 22:57:50,2021-07-04 22:36:34,UTC+02:00,2021-07-03 22:57:50,2021-07-04 06:15:48,66,13.7,409,437,177,73,159,28,619,77,93,89,false
2021-07-02 23:37:12,2021-07-03 22:57:50,UTC+02:00,2021-07-02 23:37:12,2021-07-03 06:28:45,67,13.4,375,409,203,61,111,34,558,67,91,84,false
2021-07-01 22:29:29,2021-07-02 23:37:12,UTC+02:00,2021-07-01 22:29:29,2021-07-02 06:15:27,71,13.5,431,464,271,74,86,33,605,77,94,76,false
2021-06-30 23:00:06,2021-07-01 22:29:29,UTC+02:00,2021-06-30 23:00:06,2021-07-01 06:16:09,67,13.4,398,426,184,87,127,28,598,82,93,84,false
2021-06-29 23:49:31,2021-06-30 23:00:06,UTC+02:00,2021-06-29 23:49:31,2021-06-30 07:14:50,65,13.4,399,441,205,66,128,42,611,78,90,86,false
2021-06-28 23:56:57,2021-06-29 23:49:31,UTC+02:00,2021-06-28 23:56:57,2021-06-29 07:18:00,74,13.2,410,441,195,69,146,31,554,69,93,80,false
2021-06-27 23:28:23,2021-06-28 23:56:57,UTC+02:00,2021-06-27 23:28:23,2021-06-28 06:58:29,77,13.3,421,450,179,76,166,29,549,57,93,79,false
2021-06-27 00:18:22,2021-06-27 23:28:23,UTC+02:00,2021-06-27 00:18:22,2021-06-27 08:11:19,81,13.3,443,472,189,108,146,29,547,72,93,79,false
2021-06-26 01:32:11,2021-06-27 00:18:22,UTC+02:00,2021-06-26 01:32:11,2021-06-26 08:38:00,69,13.9,387,425,197,84,106,38,561,72,92,62,false
2021-06-25 00:12:03,2021-06-26 01:32:11,UTC+02:00,2021-06-25 00:12:03,2021-06-25 08:15:52,76,13.7,450,483,191,101,158,33,589,65,93,67,false
2021-06-23 22:46:32,2021-06-25 00:12:03,UTC+02:00,2021-06-23 22:46:32,2021-06-24 06:46:41,72,13.7,430,480,173,94,163,50,597,91,90,84,false
2021-06-22 23:35:57,2021-06-23 22:46:32,UTC+02:00,2021-06-22 23:35:57,2021-06-23 06:11:25,61,13.4,357,395,197,58,102,38,584,56,90,73,false
2021-06-21 22:34:20,2021-06-22 23:35:57,UTC+02:00,2021-06-21 22:34:20,2021-06-22 06:03:50,76,13.6,405,449,208,85,112,44,537,63,90,74,false
2021-06-20 23:06:37,2021-06-21 22:34:20,UTC+02:00,2021-06-20 23:06:37,2021-06-21 06:50:58,73,13.8,408,464,215,96,97,56,561,57,89,70,false
2021-06-19 22:35:35,2021-06-20 23:06:37,UTC+02:00,2021-06-19 22:35:35,2021-06-20 07:40:15,81,16.9,497,544,306,68,123,47,614,119,92,60,false
2021-06-19 03:24:16,2021-06-19 22:35:35,UTC+02:00,2021-06-19 03:24:16,2021-06-19 08:23:02,49,13.4,277,298,99,74,104,21,560,70,92,34,false
2021-06-17 22:51:54,2021-06-19 03:24:16,UTC+02:00,2021-06-17 22:51:54,2021-06-18 05:59:29,70,13.6,402,427,175,95,132,25,575,42,94,84,false
2021-06-16 22:18:59,2021-06-17 22:51:54,UTC+02:00,2021-06-16 22:18:59,2021-06-17 06:03:29,82,13.4,439,464,203,101,135,25,536,49,94,80,false
2021-06-15 22:28:05,2021-06-16 22:18:59,UTC+02:00,2021-06-15 22:28:05,2021-06-16 06:59:45,79,13.5,465,511,173,89,203,46,592,51,92,77,false
2021-06-14 23:08:43,2021-06-15 22:28:05,UTC+02:00,2021-06-14 23:08:43,2021-06-15 06:03:59,78,13.6,377,415,222,72,83,38,485,42,90,61,false
2021-06-13 22:24:46,2021-06-14 23:08:43,UTC+02:00,2021-06-14 14:46:54,2021-06-14 16:28:02,15,13.5,84,101,33,40,11,17,554,42,93,,true
2021-06-13 22:24:46,2021-06-14 23:08:43,UTC+02:00,2021-06-13 22:24:46,2021-06-14 06:03:50,82,13.7,420,459,209,80,131,39,513,0,91,87,false
2021-06-12 22:10:58,2021-06-13 22:24:46,UTC+02:00,2021-06-12 22:10:58,2021-06-13 07:15:25,100,13.1,506,544,248,77,181,38,502,0,93,80,false
2021-06-11 22:57:28,2021-06-12 22:10:58,UTC+02:00,2021-06-11 22:57:28,2021-06-12 07:59:59,100,13.6,518,542,247,78,193,24,512,21,95,72,false
2021-06-10 22:30:39,2021-06-11 22:57:28,UTC+02:00,2021-06-10 22:30:39,2021-06-11 06:45:19,93,13.8,470,494,212,82,176,24,507,27,95,84,false
2021-06-09 21:57:02,2021-06-10 22:30:39,UTC+02:00,2021-06-09 21:57:02,2021-06-10 06:34:42,91,13.7,484,512,187,100,197,28,530,33,94,85,false
2021-06-08 21:17:20,2021-06-09 21:57:02,UTC+02:00,2021-06-08 21:17:20,2021-06-09 06:10:41,89,13.9,491,532,210,88,193,41,550,60,92,73,false
2021-06-07 22:01:32,2021-06-08 21:17:20,UTC+02:00,2021-06-07 22:01:32,2021-06-08 06:03:19,80,13.7,442,481,195,79,168,39,554,51,94,70,false
2021-06-06 22:22:02,2021-06-07 22:01:32,UTC+02:00,2021-06-06 22:22:02,2021-06-07 06:00:39,83,13.8,420,447,200,84,136,27,504,30,94,72,false
2021-06-05 22:54:26,2021-06-06 22:22:02,UTC+02:00,2021-06-05 22:54:26,2021-06-06 08:01:22,90,13.7,494,545,204,104,186,51,549,77,90,71,false
2021-06-05 00:47:27,2021-06-05 22:54:26,UTC+02:00,2021-06-05 00:47:27,2021-06-05 07:32:04,67,13.5,384,403,164,90,130,19,573,70,95,69,false
2021-06-04 00:05:30,2021-06-05 00:47:27,UTC+02:00,2021-06-04 00:05:30,2021-06-04 06:59:46,70,13.4,385,414,189,56,140,29,551,39,93,71,false
2021-06-02 21:30:18,2021-06-04 00:05:30,UTC+02:00,2021-06-02 21:30:18,2021-06-03 06:05:43,87,13.3,491,515,226,91,174,24,565,79,95,74,false
2021-06-02 00:00:06,2021-06-02 21:30:18,UTC+02:00,2021-06-02 00:00:06,2021-06-02 06:02:26,66,13.5,347,362,156,57,134,15,529,54,95,77,false
2021-05-31 22:11:41,2021-06-02 00:00:06,UTC+02:00,2021-05-31 22:11:41,2021-06-01 06:03:50,82,13.7,451,467,229,71,151,16,549,68,96,71,false
2021-05-30 23:03:26,2021-05-31 22:11:41,UTC+02:00,2021-05-30 23:03:26,2021-05-31 06:08:59,71,13.2,392,423,174,80,138,31,554,69,94,76,false
2021-05-29 23:51:44,2021-05-30 23:03:26,UTC+02:00,2021-05-29 23:51:44,2021-05-30 07:44:02,77,13.7,436,470,263,73,100,34,565,77,93,78,false
2021-05-29 00:51:35,2021-05-29 23:51:44,UTC+02:00,2021-05-29 00:51:35,2021-05-29 07:32:51,67,13.8,377,391,175,62,140,14,559,84,96,65,false
2021-05-27 23:32:10,2021-05-29 00:51:35,UTC+02:00,2021-05-27 23:32:10,2021-05-28 06:05:41,64,13.5,361,390,176,72,113,29,562,68,93,86,false
2021-05-26 22:42:53,2021-05-27 23:32:10,UTC+02:00,2021-05-26 22:42:53,2021-05-27 06:05:06,71,13.4,406,440,207,79,120,34,570,58,92,91,false
2021-05-25 22:49:51,2021-05-26 22:42:53,UTC+02:00,2021-05-25 22:49:51,2021-05-26 06:08:12,75,13.6,403,427,173,77,153,24,535,51,96,86,false
2021-05-24 22:10:57,2021-05-25 22:49:51,UTC+02:00,2021-05-24 22:10:57,2021-05-25 06:07:50,78,13.4,444,472,201,87,156,28,571,57,96,82,false
2021-05-23 22:35:05,2021-05-24 22:10:57,UTC+02:00,2021-05-23 22:35:05,2021-05-24 06:05:13,81,13.4,429,450,187,92,150,21,529,39,97,78,false
2021-05-22 23:09:52,2021-05-23 22:35:05,UTC+02:00,2021-05-22 23:09:52,2021-05-23 07:51:40,87,13.5,471,512,233,87,151,41,542,54,92,75,false
2021-05-21 22:33:55,2021-05-22 23:09:52,UTC+02:00,2021-05-21 22:33:55,2021-05-22 06:46:11,82,14.0,469,491,282,53,134,22,573,66,95,86,false
2021-05-20 22:10:34,2021-05-21 22:33:55,UTC+02:00,2021-05-20 22:10:34,2021-05-21 06:07:56,78,13.7,447,476,221,83,143,29,571,58,94,92,false
2021-05-19 21:59:52,2021-05-20 22:10:34,UTC+02:00,2021-05-19 21:59:52,2021-05-20 06:00:15,75,13.7,439,480,219,85,135,41,589,68,93,85,false
2021-05-18 22:48:02,2021-05-19 21:59:52,UTC+02:00,2021-05-18 22:48:02,2021-05-19 06:00:42,71,13.7,393,431,178,92,123,38,557,65,91,88,false
2021-05-17 22:45:14,2021-05-18 22:48:02,UTC+02:00,2021-05-17 22:45:14,2021-05-18 06:00:36,72,13.5,415,434,217,74,124,19,576,69,95,83,false
2021-05-16 22:31:54,2021-05-17 22:45:14,UTC+02:00,2021-05-16 22:31:54,2021-05-17 06:02:20,77,13.8,404,447,212,68,124,43,528,56,92,78,false
2021-05-15 23:40:50,2021-05-16 22:31:54,UTC+02:00,2021-05-15 23:40:50,2021-05-16 07:17:52,76,13.7,430,455,142,111,177,25,563,69,94,78,false
2021-05-14 23:09:12,2021-05-15 23:40:50,UTC+02:00,2021-05-14 23:09:12,2021-05-15 07:02:24,77,13.5,457,470,205,71,181,13,590,63,97,79,false
2021-05-13 23:00:58,2021-05-14 23:09:12,UTC+02:00,2021-05-13 23:00:58,2021-05-14 06:09:32,79,13.8,384,421,208,66,110,37,488,72,91,76,false
2021-05-12 23:03:57,2021-05-13 23:00:58,UTC+02:00,2021-05-13 10:17:09,2021-05-13 11:31:48,14,13.5,74,74,22,31,21,0,545,72,100,,true
2021-05-12 23:03:57,2021-05-13 23:00:58,UTC+02:00,2021-05-12 23:03:57,2021-05-13 06:05:06,69,13.6,393,419,97,113,183,26,568,66,95,84,false
2021-05-11 22:01:06,2021-05-12 23:03:57,UTC+02:00,2021-05-11 22:01:06,2021-05-12 06:01:49,78,13.6,437,469,248,90,99,32,557,60,93,82,false
2021-05-10 22:15:33,2021-05-11 22:01:06,UTC+02:00,2021-05-10 22:15:33,2021-05-11 06:02:11,74,13.3,427,464,169,87,171,37,574,57,94,78,false
2021-05-09 22:26:52,2021-05-10 22:15:33,UTC+02:00,2021-05-09 22:26:52,2021-05-10 06:01:07,81,13.7,422,453,215,67,140,31,524,51,93,72,false
2021-05-08 23:32:33,2021-05-09 22:26:52,UTC+02:00,2021-05-08 23:32:33,2021-05-09 08:02:21,83,13.1,474,509,207,117,150,35,571,60,93,73,false
2021-05-07 23:35:01,2021-05-08 23:32:33,UTC+02:00,2021-05-07 23:35:01,2021-05-08 07:00:24,74,13.5,419,442,180,84,155,23,564,63,95,75,false
2021-05-06 22:34:56,2021-05-07 23:35:01,UTC+02:00,2021-05-06 22:34:56,2021-05-07 06:02:28,79,13.5,427,447,260,64,103,20,539,60,95,93,false
2021-05-05 22:20:40,2021-05-06 22:34:56,UTC+02:00,2021-05-05 22:20:40,2021-05-06 06:03:24,74,13.6,432,462,225,73,134,30,580,63,93,90,false
2021-05-04 21:47:47,2021-05-05 22:20:40,UTC+02:00,2021-05-04 21:47:47,2021-05-05 06:02:10,79,13.5,457,490,209,93,155,33,581,72,94,82,false
2021-05-03 22:15:52,2021-05-04 21:47:47,UTC+02:00,2021-05-03 22:15:52,2021-05-04 06:02:01,76,13.2,441,465,204,95,142,24,577,69,94,81,false
2021-05-02 22:47:52,2021-05-03 22:15:52,UTC+02:00,2021-05-02 22:47:52,2021-05-03 06:01:50,77,13.4,406,432,162,87,157,26,529,57,94,83,false
2021-05-01 23:11:32,2021-05-02 22:47:52,UTC+02:00,2021-05-01 23:11:32,2021-05-02 07:00:18,81,13.5,434,467,150,88,196,33,537,63,92,78,false
2021-04-30 23:38:54,2021-05-01 23:11:32,UTC+02:00,2021-04-30 23:38:54,2021-05-01 07:15:46,79,13.6,434,456,222,58,154,22,552,65,95,66,false
2021-04-29 22:01:35,2021-04-30 23:38:54,UTC+02:00,2021-04-29 22:01:35,2021-04-30 05:30:59,72,13.4,402,436,178,59,165,34,555,66,92,95,false
2021-04-28 22:11:58,2021-04-29 22:01:35,UTC+02:00,2021-04-28 22:11:58,2021-04-29 06:00:18,78,13.3,430,468,158,112,160,38,549,75,91,89,false
2021-04-27 21:50:23,2021-04-28 22:11:58,UTC+02:00,2021-04-27 21:50:23,2021-04-28 06:01:46,75,13.6,444,490,203,88,153,46,593,65,90,80,false
2021-04-26 22:09:31,2021-04-27 21:50:23,UTC+02:00,2021-04-26 22:09:31,2021-04-27 06:00:23,72,13.4,429,470,217,56,156,41,600,81,91,78,false
2021-04-25 22:27:40,2021-04-26 22:09:31,UTC+02:00,2021-04-25 22:27:40,2021-04-26 06:04:39,73,13.4,420,456,182,72,166,36,574,100,92,76,false
2021-04-25 01:16:27,2021-04-25 22:27:40,UTC+02:00,2021-04-25 01:16:27,2021-04-25 07:11:59,57,13.7,325,354,194,43,88,29,571,75,92,59,false
2021-04-23 22:35:11,2021-04-25 01:16:27,UTC+02:00,2021-04-23 22:35:11,2021-04-24 07:00:23,75,13.4,449,504,137,123,189,55,603,75,89,81,false
2021-04-22 22:17:02,2021-04-23 22:35:11,UTC+02:00,2021-04-22 22:17:02,2021-04-23 06:00:43,75,13.3,419,461,207,79,133,42,561,63,90,93,false
2021-04-21 21:42:03,2021-04-22 22:17:02,UTC+02:00,2021-04-21 21:42:03,2021-04-22 06:00:43,79,13.6,456,498,218,65,173,42,575,54,91,92,false
2021-04-20 21:31:42,2021-04-21 21:42:03,UTC+02:00,2021-04-20 21:31:42,2021-04-21 06:01:37,82,13.5,480,508,253,82,145,28,583,75,94,80,false
2021-04-19 22:11:27,2021-04-20 21:31:42,UTC+02:00,2021-04-19 22:11:27,2021-04-20 06:04:23,75,13.5,425,471,237,73,115,46,566,54,90,71,false
2021-04-18 21:38:49,2021-04-19 22:11:27,UTC+02:00,2021-04-18 21:38:49,2021-04-19 06:00:27,82,13.3,476,501,224,75,177,25,583,100,95,56,false
2021-04-17 23:53:45,2021-04-18 21:38:49,UTC+02:00,2021-04-17 23:53:45,2021-04-18 05:53:02,57,13.4,322,355,119,64,139,33,563,77,91,82,false
2021-04-17 00:36:58,2021-04-17 23:53:45,UTC+02:00,2021-04-17 00:36:58,2021-04-17 07:30:13,67,13.6,372,410,190,40,142,38,557,84,90,80,false
2021-04-16 01:16:23,2021-04-17 00:36:58,UTC+02:00,2021-04-16 01:16:23,2021-04-16 07:57:27,64,13.8,341,400,105,89,147,59,536,54,85,78,false
2021-04-14 22:44:35,2021-04-16 01:16:23,UTC+02:00,2021-04-14 22:44:35,2021-04-15 07:00:42,82,13.4,479,495,154,117,208,16,586,103,96,67,false
2021-04-14 01:43:01,2021-04-14 22:44:35,UTC+02:00,2021-04-14 01:43:01,2021-04-14 07:31:10,56,14.3,321,346,140,80,101,25,573,86,93,76,false
2021-04-13 01:17:32,2021-04-14 01:43:01,UTC+02:00,2021-04-13 01:17:32,2021-04-13 07:49:48,63,13.8,360,389,170,77,113,29,574,82,93,69,false
2021-04-12 00:33:15,2021-04-13 01:17:32,UTC+02:00,2021-04-12 00:33:15,2021-04-12 07:01:14,65,13.8,352,386,202,30,120,34,544,68,91,70,false
2021-04-10 23:11:04,2021-04-12 00:33:15,UTC+02:00,2021-04-10 23:11:04,2021-04-11 05:59:52,71,13.4,379,408,137,88,154,29,532,42,92,65,false
2021-04-09 23:41:03,2021-04-10 23:11:04,UTC+02:00,2021-04-09 23:41:03,2021-04-10 08:16:12,86,13.7,476,514,155,133,188,38,554,46,92,57,false
2021-04-08 22:11:21,2021-04-09 23:41:03,UTC+02:00,2021-04-08 22:11:21,2021-04-09 06:01:28,80,13.5,424,468,174,105,145,44,528,46,90,82,false
2021-04-07 22:37:19,2021-04-08 22:11:21,UTC+02:00,2021-04-07 22:37:19,2021-04-08 06:05:03,80,13.6,418,442,154,112,152,24,525,3,94,72,false
2021-04-06 19:38:29,2021-04-07 22:37:19,UTC+02:00,2021-04-06 19:38:29,2021-04-07 06:00:33,99,13.7,549,621,284,94,171,72,556,56,88,51,false
2021-04-05 22:49:59,2021-04-06 19:38:29,UTC+02:00,2021-04-05 22:49:59,2021-04-06 06:05:42,76,13.7,408,430,143,104,161,22,534,18,95,82,false
2021-04-04 22:18:36,2021-04-05 22:49:59,UTC+02:00,2021-04-04 22:18:36,2021-04-05 07:05:00,94,13.6,479,525,247,110,122,46,511,36,91,76,false
2021-04-04 00:07:30,2021-04-04 22:18:36,UTC+02:00,2021-04-04 00:07:30,2021-04-04 08:02:27,88,13.4,447,472,224,97,126,25,509,36,94,79,false
2021-04-02 23:14:44,2021-04-04 00:07:30,UTC+02:00,2021-04-02 23:14:44,2021-04-03 07:59:58,88,13.7,490,525,181,124,185,35,555,68,93,80,false
2021-04-01 23:27:39,2021-04-02 23:14:44,UTC+02:00,2021-04-01 23:27:39,2021-04-02 06:32:14,71,13.6,397,422,191,63,143,25,560,56,94,86,false
2021-03-31 22:46:56,2021-04-01 23:27:39,UTC+02:00,2021-03-31 22:46:56,2021-04-01 06:51:25,76,14.0,423,484,214,92,117,61,558,56,87,87,false
2021-03-30 22:44:46,2021-03-31 22:46:56,UTC+02:00,2021-03-30 22:44:46,2021-03-31 06:31:37,76,14.0,443,465,262,71,110,22,581,45,95,81,false
2021-03-29 22:41:41,2021-03-30 22:44:46,UTC+02:00,2021-03-29 22:41:41,2021-03-30 07:03:09,85,13.9,461,501,262,75,124,40,543,53,92,73,false
2021-03-28 22:23:53,2021-03-29 22:41:41,UTC+02:00,2021-03-28 22:23:53,2021-03-29 06:09:31,77,13.7,409,465,215,74,120,56,528,48,87,73,false
2021-03-27 23:00:06,2021-03-28 21:23:53,UTC+01:00,2021-03-27 23:00:06,2021-03-28 07:02:43,84,13.6,450,473,204,77,169,23,537,61,95,80,false
2021-03-26 23:43:00,2021-03-27 23:00:06,UTC+01:00,2021-03-26 23:43:00,2021-03-27 07:40:28,74,13.5,419,476,119,115,185,57,569,51,88,72,false
2021-03-25 22:50:42,2021-03-26 23:43:00,UTC+01:00,2021-03-25 22:50:42,2021-03-26 06:30:13,83,13.4,432,459,201,97,134,27,523,51,94,83,false
2021-03-24 21:59:42,2021-03-25 22:50:42,UTC+01:00,2021-03-24 21:59:42,2021-03-25 06:00:17,83,13.6,461,480,219,92,150,19,554,54,96,79,false
2021-03-23 22:21:17,2021-03-24 21:59:42,UTC+01:00,2021-03-23 22:21:17,2021-03-24 06:32:04,82,13.7,460,480,237,122,101,20,562,56,95,72,false
2021-03-23 00:01:06,2021-03-23 22:21:17,UTC+01:00,2021-03-23 00:01:06,2021-03-23 07:00:13,76,14.1,406,418,152,75,179,12,531,9,97,69,false
2021-03-21 21:00:20,2021-03-23 00:01:06,UTC+01:00,2021-03-21 21:00:20,2021-03-22 06:30:31,97,13.9,523,569,251,89,183,46,541,66,91,58,false
2021-03-20 23:55:53,2021-03-21 21:00:20,UTC+01:00,2021-03-20 23:55:53,2021-03-21 07:55:09,78,13.8,441,476,191,95,155,35,568,93,92,70,false
2021-03-20 01:59:57,2021-03-20 23:55:53,UTC+01:00,2021-03-20 01:59:57,2021-03-20 08:00:57,60,13.7,332,360,113,98,121,28,553,45,93,50,false
2021-03-18 22:38:26,2021-03-20 01:59:57,UTC+01:00,2021-03-18 22:38:26,2021-03-19 06:24:27,85,13.7,446,465,215,76,155,19,524,39,95,91,false
2021-03-17 22:06:15,2021-03-18 22:38:26,UTC+01:00,2021-03-17 22:06:15,2021-03-18 06:45:00,87,13.9,472,518,192,108,172,46,546,57,91,85,false
2021-03-16 22:32:50,2021-03-17 22:06:15,UTC+01:00,2021-03-16 22:32:50,2021-03-17 06:59:26,81,13.8,468,506,224,97,147,38,576,61,92,83,false
2021-03-15 23:31:36,2021-03-16 22:32:50,UTC+01:00,2021-03-15 23:31:36,2021-03-16 06:32:38,74,13.3,396,421,218,57,121,25,537,39,94,82,false
2021-03-14 22:31:40,2021-03-15 23:31:36,UTC+01:00,2021-03-14 22:31:40,2021-03-15 07:02:00,87,13.9,464,508,192,111,161,44,534,57,91,77,false
2021-03-13 23:30:31,2021-03-14 22:31:40,UTC+01:00,2021-03-13 23:30:31,2021-03-14 07:31:43,81,14.1,443,480,222,75,146,37,545,72,92,72,false
2021-03-13 01:14:12,2021-03-13 23:30:31,UTC+01:00,2021-03-13 01:14:12,2021-03-13 08:01:52,69,14.1,389,405,183,47,159,16,564,42,96,60,false
2021-03-11 22:33:47,2021-03-13 01:14:12,UTC+01:00,2021-03-11 22:33:47,2021-03-12 06:35:13,82,13.6,444,478,219,78,147,34,544,51,92,74,false
2021-03-10 21:46:30,2021-03-11 22:33:47,UTC+01:00,2021-03-10 21:46:30,2021-03-11 06:16:04,83,13.8,467,509,264,76,127,42,561,68,91,69,false
2021-03-10 00:15:49,2021-03-10 21:46:30,UTC+01:00,2021-03-10 00:15:49,2021-03-10 07:09:09,71,13.8,390,410,125,97,168,20,550,77,95,87,false
2021-03-09 00:41:24,2021-03-10 00:15:49,UTC+01:00,2021-03-09 00:41:24,2021-03-09 07:31:04,67,13.8,381,409,194,60,127,28,565,39,93,78,false
2021-03-07 23:34:00,2021-03-09 00:41:24,UTC+01:00,2021-03-07 23:34:00,2021-03-08 07:02:50,83,13.7,407,448,139,95,173,41,489,15,91,83,false
2021-03-06 23:15:37,2021-03-07 23:34:00,UTC+01:00,2021-03-06 23:15:37,2021-03-07 08:03:59,95,13.5,499,528,163,131,205,29,526,37,94,82,false
2021-03-05 23:19:13,2021-03-06 23:15:37,UTC+01:00,2021-03-05 23:19:13,2021-03-06 07:33:02,84,13.8,447,486,245,99,103,39,530,33,91,79,false
2021-03-04 22:01:58,2021-03-05 23:19:13,UTC+01:00,2021-03-04 22:01:58,2021-03-05 07:04:40,89,13.6,491,538,240,108,143,47,550,42,91,84,false
2021-03-03 22:48:30,2021-03-04 22:01:58,UTC+01:00,2021-03-03 22:48:30,2021-03-04 06:32:11,86,13.5,444,463,204,86,154,19,516,42,96,81,false
2021-03-02 22:29:45,2021-03-03 22:48:30,UTC+01:00,2021-03-02 22:29:45,2021-03-03 06:36:25,86,13.6,444,480,213,106,125,36,519,0,92,72,false
2021-03-01 20:39:58,2021-03-02 22:29:45,UTC+01:00,2021-03-01 20:39:58,2021-03-02 06:34:17,100,13.7,536,588,230,111,195,52,500,9,91,64,false
2021-02-28 21:01:55,2021-03-01 20:39:58,UTC+01:00,2021-02-28 21:01:55,2021-03-01 06:36:55,97,13.6,513,574,217,95,201,61,529,46,89,61,false
2021-02-27 23:33:27,2021-02-28 21:01:55,UTC+01:00,2021-02-27 23:33:27,2021-02-28 07:27:52,80,13.6,450,474,203,74,173,24,565,89,94,67,false
2021-02-27 01:53:27,2021-02-27 23:33:27,UTC+01:00,2021-02-27 01:53:27,2021-02-27 08:15:39,62,13.9,358,381,244,37,77,23,576,44,94,47,false
2021-02-25 22:41:36,2021-02-27 01:53:27,UTC+01:00,2021-02-25 22:41:36,2021-02-26 07:14:04,81,13.7,435,512,187,94,154,77,537,44,85,79,false
2021-02-24 22:01:10,2021-02-25 22:41:36,UTC+01:00,2021-02-24 22:01:10,2021-02-25 06:01:51,81,13.7,460,478,215,96,149,18,565,37,96,74,false
2021-02-23 22:04:38,2021-02-24 22:01:10,UTC+01:00,2021-02-23 22:04:38,2021-02-24 05:45:40,84,13.4,422,460,189,71,162,38,504,30,91,77,false
2021-02-22 22:16:00,2021-02-23 22:04:38,UTC+01:00,2021-02-22 22:16:00,2021-02-23 07:01:56,87,13.6,485,525,198,106,181,40,559,42,92,68,false
2021-02-21 23:33:02,2021-02-22 22:16:00,UTC+01:00,2021-02-21 23:33:02,2021-02-22 07:00:20,82,13.8,428,446,180,88,160,18,520,42,96,69,false
2021-02-21 00:37:14,2021-02-21 23:33:02,UTC+01:00,2021-02-21 00:37:14,2021-02-21 08:38:48,82,13.8,432,480,203,86,143,48,524,49,90,63,false
2021-02-20 00:47:22,2021-02-21 00:37:14,UTC+01:00,2021-02-20 00:47:22,2021-02-20 08:01:48,79,13.7,406,432,200,70,136,26,511,0,93,53,false
2021-02-18 20:56:11,2021-02-20 00:47:22,UTC+01:00,2021-02-18 20:56:11,2021-02-19 07:00:15,100,13.9,542,604,302,95,145,62,480,0,89,88,false
